hands,fingers,R_hand,R_palmpos_x,R_palmpos_y,R_palmpos_z,R_palmvel_x,R_palmvel_y,R_palmvel_z,R_pitch,R_roll,R_yaw,R_arm_dir_x,R_arm_dir_y,R_arm_dir_z,R_wristpos_x,R_wristpos_y,R_wristpos_z,L_hand,L_palmpos_x,L_palmpos_y,L_palmpos_z,L_palmvel_x,L_palmvel_y,L_palmvel_z,L_pitch,L_roll,L_yaw,L_arm_dir_x,L_arm_dir_y,L_arm_dir_z,L_wristpos_x,L_wristpos_y,L_wristpos_z,gesture
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.772799825263814,-10.06001157611917,-17.20028629515755,123.47967529296876,157.67784118652344,89.3306884765625,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,-0.1855021119117736,0.3528237044811249,-0.9171174168586732,142.7036895751953,142.97381591796875,128.951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,25.482003458592384,-10.966226571622784,-18.27783914931192,122.15901184082033,159.7092742919922,89.16356658935547,-76.24207305908203,117.2748794555664,-9.647625923156738,-0.1868176907300949,0.3452171385288238,-0.91974139213562,141.99371337890625,143.85780334472656,128.03347778320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,26.63456032844548,-12.980411815330838,-19.55921680350977,119.78611755371094,165.81307983398438,87.5870132446289,-104.13731384277344,225.4297332763672,-47.11360931396485,-0.2025546133518219,0.3445244133472442,-0.9166648983955384,140.43724060058594,149.1339874267578,125.67760467529295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,28.410556382447275,-16.02519150832762,-20.884381093440407,116.89690399169922,172.11903381347656,84.64797973632812,-133.0991973876953,289.49774169921875,-103.65474700927734,-0.28353151679039,0.3509055972099304,-0.8924545645713806,138.31967163085938,154.11520385742188,121.69499969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,29.09093373172914,-18.58778118463402,-21.32741278138836,113.32302856445312,178.7659149169922,80.23832702636719,-166.247314453125,331.6941223144531,-172.64163208007812,-0.3717347979545593,0.3569414019584656,-0.8569749593734741,135.0215606689453,160.09982299804688,116.79383850097656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,29.6652365344152,-19.160096402248406,-21.456551169533235,109.92920684814452,185.0278167724609,75.2987060546875,-180.1857452392578,345.9382629394531,-224.80625915527344,-0.4143765270709991,0.364757776260376,-0.8338128328323364,131.6524658203125,165.94403076171875,111.62312316894533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,31.66175890872342,-18.21220444571652,-21.689942151291543,106.78386688232422,189.5814514160156,70.1966323852539,-180.67013549804688,307.3750915527344,-256.73272705078125,-0.4640252292156219,0.3661217391490936,-0.8066197633743286,128.36618041992188,169.34750366210938,105.97855377197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,33.454669926402204,-15.53305075967402,-22.49632795449459,103.76663208007812,194.0229339599609,64.84880065917969,-177.81935119628906,284.1108093261719,-280.90728759765625,-0.4981273114681244,0.3678565919399261,-0.7852074503898621,125.5215072631836,173.04443359375,100.09341430664062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,35.39531110736365,-12.626999040528748,-23.58708185692139,100.4401397705078,197.6494140625,58.62886428833008,-183.74078369140625,248.7415008544922,-315.8824768066406,-0.5253652930259705,0.3459412455558777,-0.7773776054382324,122.46774291992188,175.89324951171875,93.22666931152344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,36.54805580742112,-10.31705208815471,-24.859032142407287,96.86028289794922,200.91510009765625,51.89934539794922,-194.1798858642578,220.83575439453125,-349.12554931640625,-0.5253471732139587,0.3310856521129608,-0.7838320136070251,119.38238525390624,178.8602294921875,85.98587799072266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,36.72278912390264,-8.539841968013771,-25.8840557185892,93.45891571044922,203.64776611328125,45.64641571044922,-194.9314117431641,191.49838256835935,-354.1308898925781,-0.5222120881080627,0.3211984634399414,-0.7900165319442749,116.50009155273438,181.8285675048828,79.53714752197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,36.88231502401962,-7.779467734691615,-26.378680948582392,90.33087158203124,205.1231689453125,39.84683227539063,-188.3740692138672,142.54298400878906,-345.328369140625,-0.5219880938529968,0.2882800698280334,-0.80275958776474,113.6100616455078,183.36227416992188,73.61215209960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,35.32236810127104,-7.297470670847539,-25.949818488233028,87.18360137939453,206.8690948486328,34.82453155517578,-185.29928588867188,123.30398559570312,-319.8081970214844,-0.506849467754364,0.3149508237838745,-0.80243980884552,110.46075439453124,186.0677490234375,69.19068145751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,32.9065882202459,-6.97543663923242,-25.287909970682467,84.72639465332031,208.76043701171875,31.07306671142578,-165.06895446777344,116.65474700927734,-271.879638671875,-0.4969200789928436,0.344655692577362,-0.7964187860488892,107.98271942138672,189.43338012695312,66.30320739746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,30.7501403797496,-6.856293379280888,-23.862072106305256,81.28709411621094,209.92259216308597,26.724092483520508,-180.3752899169922,93.7377700805664,-262.0959777832031,-0.5086987614631653,0.3368837535381317,-0.7922972440719604,103.96617889404295,191.76824951171875,62.940574645996094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,28.89887905531027,-6.674312378231731,-22.922577867455928,78.44876861572266,210.9720458984375,22.963743209838867,-172.6217041015625,78.3908462524414,-241.1519317626953,-0.5120631456375122,0.3155718743801117,-0.7988777756690979,100.770751953125,193.91123962402344,59.926048278808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,27.636127327196466,-5.662499241832477,-22.290925380734407,75.7723159790039,211.5558013916016,19.74551773071289,-164.37327575683594,57.83195877075195,-215.7677154541016,-0.5100555419921875,0.3009940385818481,-0.805757999420166,97.7957992553711,195.3407440185547,57.26341247558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,26.94752643005791,-4.471328750829623,-22.1816645508536,73.49949645996094,211.8227996826172,16.981767654418945,-148.80416870117188,38.19758605957031,-189.4911956787109,-0.4943104386329651,0.3346361517906189,-0.802294135093689,95.4752197265625,196.17176818847656,54.76624298095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,26.637012366386134,-3.1038761979328635,-22.138060622683245,71.2298355102539,212.05633544921875,14.592588424682615,-140.59967041015625,26.80391311645508,-165.7120819091797,-0.4892130494117737,0.3280926346778869,-0.8081001043319702,93.14263153076172,196.7381591796875,52.54962921142578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,26.446465454244144,-1.94660030763844,-22.213747657306943,69.1667709350586,212.27703857421875,12.200945854187012,-130.7269287109375,20.328601837158203,-153.0140838623047,-0.4897343814373016,0.3144116997718811,-0.8132069110870361,91.08914947509766,197.20730590820312,50.25178527832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,26.082021923803723,-1.425480880267204,-22.200992278883056,67.41732788085938,212.419677734375,9.763649940490724,-116.8546142578125,14.731250762939451,-147.13424682617188,-0.4898548126220703,0.3026593327522278,-0.8175815343856812,89.34429168701172,197.64669799804688,47.92805099487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,25.671114323444616,-1.0548053357449267,-21.91105757542076,65.97700500488281,212.4972381591797,7.364768981933594,-101.35782623291016,10.009453773498535,-143.1991424560547,-0.4854116439819336,0.2946484088897705,-0.8231390118598938,87.73814392089844,197.99794006347656,45.72852325439453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,25.54354346373256,-0.9782306966838776,-21.363170529658078,64.91166687011719,212.32220458984372,5.186864852905273,-83.05107879638672,0.7421948313713074,-135.2438201904297,-0.479226291179657,0.2853529155254364,-0.8300095796585083,86.31990814208984,197.83627319335935,43.75368118286133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,25.2267148900994,-0.9680513668242072,-20.87469076244233,64.36803436279297,212.0591583251953,3.275610446929932,-59.1159782409668,-6.592173099517822,-123.53594207763672,-0.4736020565032959,0.2761421501636505,-0.8363292217254639,85.48480987548828,197.72352600097656,42.05866622924805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,24.85017338695037,-0.8362778062894186,-20.33499311359009,64.09362030029297,211.9132080078125,1.8591185808181765,-39.071407318115234,-7.422188758850098,-104.0504379272461,-0.4693422615528106,0.2773596048355102,-0.8383254408836365,84.88135528564453,197.77615356445312,40.89202499389648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,24.559299532466238,-0.700013342962071,-19.865853027235,64.0146255493164,211.76739501953125,0.8609676361083984,-23.200916290283203,-7.890311717987059,-82.76197052001953,-0.4652845561504364,0.2778684496879577,-0.8404161930084229,84.50886535644531,197.781982421875,40.1031494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,24.33567572133505,-0.6249677591584543,-19.427498311375807,64.0101089477539,211.4130096435547,-0.2435985654592514,-12.631765365600586,-13.685236930847168,-74.02375793457031,-0.4605322480201721,0.2774465680122375,-0.8431686758995056,84.22645568847656,197.53257751464844,39.17958068847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,24.188717369437605,-0.6390733806196558,-18.9842395196353,64.0281982421875,211.0376434326172,-1.2807217836380005,-6.296199798583984,-17.307323455810547,-67.24510955810547,-0.4561647772789001,0.2760267853736877,-0.846004068851471,83.95957946777344,197.2007751464844,38.30255508422852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,24.06685484039102,-0.6319378605661089,-18.63878562285647,64.08393859863281,210.77734375,-1.983977437019348,-1.9111710786819456,-16.255815505981445,-54.96263122558594,-0.4507006108760834,0.2762952148914337,-0.8488403558731079,83.79193115234375,196.9823303222656,37.72555541992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.935175621845243,-0.6941725172973248,-18.19923562387857,63.98439025878906,210.25718688964844,-2.728494167327881,-3.682414770126343,-22.626680374145508,-49.49955749511719,-0.4450356066226959,0.2762153446674347,-0.8518499732017517,83.40894317626953,196.4934844970703,37.13128280639648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.82938282055599,-0.7732062912925488,-17.781945211665583,63.87591171264648,209.6522674560547,-3.4355010986328125,-4.862000465393066,-28.236522674560547,-45.39459228515625,-0.4437803924083709,0.2735558152198791,-0.8533616662025452,83.0296630859375,195.90396118164065,36.56040191650391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.729832812241,-0.8546011229731895,-17.38615623521078,63.6851921081543,208.93931579589844,-4.027307510375977,-7.691671848297119,-34.17267608642578,-40.193153381347656,-0.4437469840049743,0.2668716013431549,-0.8554929494857788,82.5814208984375,195.2054901123047,36.09585952758789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.58516598883684,-0.9758509093388776,-17.08757621970562,63.52617263793945,208.1782989501953,-4.438612937927246,-8.378138542175293,-38.67363739013672,-32.6141471862793,-0.4418039917945862,0.2609896957874298,-0.8583085536956787,82.23683166503906,194.5002899169922,35.79045104980469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.43859012753737,-1.1395023504844035,-16.799690573018243,63.35627365112305,207.31393432617188,-4.785116672515869,-9.02651309967041,-43.79635238647461,-26.766521453857425,-0.440313309431076,0.2605879008769989,-0.8591962456703186,81.89054870605469,193.6911163330078,35.5442008972168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.275546679956783,-1.3845152194162709,-16.571418818102615,63.30431365966797,206.5929718017578,-5.04755973815918,-6.246687412261963,-42.78115081787109,-21.406105041503903,-0.4384928345680237,0.2639380395412445,-0.8591046333312988,81.70857238769531,193.037109375,35.36377716064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.18514912523645,-1.530099529335745,-16.401861077525083,63.2900505065918,205.9982452392578,-5.225062370300293,-3.742820978164673,-38.85116958618164,-16.24655532836914,-0.4371004700660705,0.2635458111763,-0.8599341511726379,81.59278106689453,192.47373962402344,35.24284744262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.120877044396373,-1.584014375230533,-16.247360489148605,63.32052993774414,205.4903259277344,-5.405052185058594,-1.2047778367996216,-34.42569732666016,-13.534110069274902,-0.4363757967948913,0.2615576088428497,-0.8609086871147156,81.52462005615234,191.98899841308597,35.11505889892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.063332699967297,-1.6104424051502182,-16.116599931056918,63.38935852050781,204.92567443847656,-5.591494083404541,1.1815677881240845,-33.55339813232422,-12.245868682861328,-0.4344916343688965,0.2578677535057068,-0.8629723191261292,81.50898742675781,191.4481964111328,34.974388122558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.024677243908386,-1.7057292014345922,-16.02903178223329,63.47565841674805,204.37696838378903,-5.837315559387207,2.933998107910156,-32.69977569580078,-13.146916389465332,-0.4324275255203247,0.2542286515235901,-0.8650862574577332,81.54303741455078,190.9082489013672,34.7547721862793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.022520611652777,-1.842413241153117,-15.92272500920299,63.59641647338867,203.87026977539065,-6.042007446289063,4.7910356521606445,-31.08126640319824,-12.52202606201172,-0.430460512638092,0.251810610294342,-0.8667728304862976,81.5979232788086,190.37794494628903,34.571502685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.050843698924144,-2.057281176552955,-15.74927064565848,63.703163146972656,203.43038940429688,-6.151106357574463,5.42305326461792,-28.46036148071289,-9.653576850891112,-0.4300747513771057,0.2459641546010971,-0.8686410784721375,81.5940933227539,189.87747192382807,34.49108123779297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.047191255222845,-2.249442788122268,-15.607902803661943,63.842041015625,203.10671997070312,-6.230604648590088,6.6127238273620605,-23.929887771606445,-7.311451911926269,-0.4297965764999389,0.2423000484704971,-0.869807779788971,81.64576721191406,189.5220947265625,34.43928527832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.023459762674616,-2.4103485999111043,-15.484930368862276,63.99069213867188,202.86001586914065,-6.304975509643555,7.504765033721924,-19.41917991638184,-5.906555652618408,-0.4296424686908722,0.2405012100934982,-0.8703829646110535,81.71968078613281,189.2632751464844,34.39350128173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,23.00749761039797,-2.6458898106225988,-15.370616906483969,64.11235809326172,202.6475372314453,-6.330735206604004,7.30408763885498,-16.172000885009766,-3.88303804397583,-0.429285317659378,0.2413611710071563,-0.8703211545944214,81.77600860595703,189.02688598632807,34.388145446777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.99209382609249,-2.875109681183457,-15.296907211648064,64.21536254882812,202.51052856445312,-6.327980995178223,6.674896717071533,-12.357152938842772,-2.0187103748321533,-0.428714394569397,0.2417123913764953,-0.8705050945281982,81.84141540527344,188.87063598632807,34.400753021240234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.972084786685368,-3.27068500078079,-15.196373656081112,64.29613494873047,202.3703765869141,-6.2597336769104,5.739152431488037,-10.375429153442385,0.7280604243278503,-0.4294499158859253,0.2399926781654358,-0.8706183433532715,81.87510681152344,188.6953582763672,34.47757339477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.91887931997719,-3.853427569501976,-15.07447185344634,64.36772155761719,202.249755859375,-6.166094303131104,4.999024391174316,-8.803424835205078,2.8840925693511963,-0.431389182806015,0.2362327128648758,-0.8706879019737244,81.89684295654297,188.5426483154297,34.581905364990234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.84070097382464,-4.689255757239689,-14.884855554589628,64.403076171875,202.12437438964844,-6.067655563354492,3.6296546459198,-8.069330215454102,4.168564319610596,-0.434381753206253,0.2345866411924362,-0.8696445226669312,81.84937286376953,188.3702392578125,34.700035095214844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.672779063572424,-5.790888016707191,-14.648169006518318,64.4234848022461,202.0401306152344,-5.978346824645996,2.500377655029297,-6.593810558319092,4.624627113342285,-0.4363341033458709,0.2338148206472396,-0.8688746690750122,81.77249145507812,188.27078247070312,34.82571029663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.46904476353649,-7.115113582502817,-14.38956779623921,64.4146728515625,201.99588012695312,-5.8848185539245605,1.1117455959320068,-4.72638750076294,4.976567268371582,-0.437700092792511,0.2365237325429916,-0.8674532771110535,81.6615982055664,188.21031188964844,34.9570198059082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,22.09875288355098,-9.593957881531304,-13.894276622794166,64.28840637207031,201.9592437744141,-5.688811302185059,-2.7587363719940186,-3.5178396701812744,7.88987398147583,-0.4422940909862518,0.2352602034807205,-0.8654643893241882,81.3253402709961,188.12838745117188,35.225791931152344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,21.613346701497623,-13.692043256845864,-13.190949837633166,64.03507232666016,201.8599548339844,-5.429951190948486,-8.22325325012207,-4.535099029541016,11.133974075317385,-0.4475417137145996,0.2332056611776352,-0.8633200526237488,80.7678451538086,187.8594970703125,35.55242919921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,20.87915599866436,-18.69915083544569,-12.470736263325838,63.7372932434082,201.8485565185547,-5.144994735717773,-12.36518669128418,-2.7512826919555664,13.594718933105469,-0.4543662965297699,0.2383936196565628,-0.8583238124847412,80.15418243408203,187.7308654785156,35.924835205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,19.952936232621894,-26.558822067402403,-11.368322374076069,63.34818649291992,201.84475708007807,-4.465824604034424,-16.99587631225586,-1.581116795539856,25.367904663085938,-0.464812159538269,0.2536020576953888,-0.8483133912086487,79.15357971191406,187.3442230224609,36.71036148071289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,18.51907801851818,-38.35195659960274,-9.839088251062607,62.8646125793457,201.99526977539065,-3.083840847015381,-22.01324462890625,3.151186943054199,50.4144401550293,-0.4794390499591827,0.277009904384613,-0.8327086567878723,77.5508041381836,186.92271423339844,38.3007926940918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,1.0,15.596848142361235,-51.64409910606546,-9.085831074938682,62.43258666992188,202.2765655517578,-1.5379142761230469,-23.401456832885746,9.194915771484377,68.41593170166016,-0.482679933309555,0.295205295085907,-0.8245446681976318,76.1803970336914,187.5941925048828,40.30679702758789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
